State ID,Year,sorrow,afraid,anxiety,endure,stress,tragedy,brain,lonely,watch,medication,parents,poverty (real),listening,irritable,abuse,improvement,alienation,studies,needy,level,courage,clarity,upset,world health organization,degree,label,healthy,poor,friends,patience,gain,understanding,suicide,heal,esteem,hurt,home,anger,low,condition,strength,substances,media,education (real),pizza,victim,observation,antisocial,withdrawn,treatment,wailing,abandoned,weak,warning,doctor,education,talk,effect,mental health,burger,insecure,affect,drugs,skills,programs,pessimistic,personal,fast food,quality,immune,data,fight,inadequate,fatigue,mental,foreign born  (real),cooperative,scared,isolated,evaluation,disease,grieving,tack,family,prevention,shopping,oppressed,trajectory,ability,triumph,concern,alone,shattered,troubled,thoughts,substance abuse,separation,time,withdrawal,melancholy,bikini,overwhelmed,zero,descent,normal,communication,hereditary,unusual,confusion,eat,bipolar,diet,child,failure, endless,fear,inability,suffer,fat,irrational, confused,defensive,happy,health (real),rejected,homesick,antidepressant,median age (real),agitated,peers,broken,pills,grief,trapped,amenorrhea,crying,medicine,cycle,frustration,death,empty,treat, Crushing,morbid,option,wretched,sleep,clinical,stigma,organize,cure,reality,agony,isolation,teenagers,die,consumed,involvement,interfere,defeated,Forever,excluded,wounded,hopeless,blue,torment,nervous,knowledge,symptoms,youth,suffering,discrimination,unique,overcome,income (real),patient,distressed,solitary,sad,brittle,attitude,requirement,attempt,down,help,guideline,heavy,resulting,disorder,sport,paranoid,achy,suicidal,caregiver,breakdown,problem,opinion,struggle,interested,tired,need,goals,necessary,psychiatrist,children,cruel,report, hopeless,source,panic,attention,counsel,protect,statistics,fragile,dreadful,siblings,talking,feelings,abnormal,kill,nothing, sleep,pain,uncomfortable,review,validation,awareness,quantity,diagnosis,sadness,signs,thesis,moody,worry,prescription,reckless,study,miserable,weight loss,freaking,donut,health,monitor,alarm,sugar,depressed,exercise,adolescents,security,sympathetic,therapy,tragic,injured,love,doomed,desperate,travel,cope,vulnerable,insomnia,exhausted,despair,quest,progressive,crushed,aid,partum,anxious,pattern, numb,crisis,depression,physician,unhappy
20,2014,59.0,77.0,73.0,51.0,94.0,80.0,91.0,77.0,88.0,85.0,91.0,10.1,76.0,65.0,86.0,100.0,50.0,77.0,57.0,80.0,62.0,52.0,81.0,63.0,82.0,94.0,73.0,97.0,88.0,76.0,94.0,94.0,79.0,35.0,90.0,66.0,75.0,80.0,79.0,84.0,89.0,52.0,65.0,89.0,74.0,89.0,79.0,64.0,70.0,94.0,83.0,76.0,89.0,61.0,91.0,71.0,54.0,93.0,69.0,58.0,71.0,87.0,45.0,92.0,100.0,76.0,89.0,59.0,80.0,81.0,78.0,77.0,64.0,83.0,78.0,14.2,20.0,83.0,100.0,90.0,82.0,41.0,36.0,79.0,90.0,47.0,59.0,58.0,82.0,74.0,92.0,90.0,66.0,83.0,69.0,76.0,100.0,77.0,77.0,80.0,65.0,78.0,85.0,77.0,61.0,85.0,62.0,45.0,78.0,76.0,73.0,78.0,91.0,92.0,89.0,40.0,46.0,77.0,78.0,80.0,80.0,38.0,76.0,7.9,97.0,50.0,62.0,38.1,86.0,69.0,14.0,53.0,65.0,69.0,83.0,90.0,89.0,88.0,91.0,89.0,89.0,67.0,79.0,72.0,96.0,43.0,89.0,100.0,97.0,79.0,81.0,85.0,55.0,76.0,74.0,78.0,59.0,98.0,69.0,48.0,90.0,77.0,56.0,80.0,79.0,58.0,78.0,100.0,72.0,67.0,80.0,82.0,81.0,69.0,73971,100.0,52.0,54.0,40.0,53.0,54.0,92.0,79.0,78.0,81.0,94.0,77.0,48.0,81.0,75.0,71.0,58.0,67.0,16.0,85.0,100.0,24.0,70.0,98.0,78.0,88.0,100.0,84.0,100.0,93.0,66.0,54.0,69.0,64.0,71.0,87.0,50.0,96.0,90.0,67.0,87.0,76.0,53.0,80.0,73.0,82.0,75.0,89.0,78.0,77.0,92.0,43.0,87.0,68.0,79.0,84.0,70.0,90.0,16.0,67.0,79.0,61.0,63.0,53.0,75.0,66.0,62.0,77.0,44.0,85.0,64.0,71.0,98.0,90.0,91.0,69.0,87.0,92.0,81.0,76.0,82.0,83.0,76.0,55.0,89.0,51.0,80.0,83.0,76.0,52.0,55.0,71.0,62.0,86.0,57.0,63.0,88.0,79.0,91.0,86.0
21,2014,60.0,79.0,85.0,47.0,88.0,89.0,91.0,80.0,81.0,78.0,86.0,11.6,72.0,69.0,74.0,70.0,50.0,76.0,60.0,77.0,56.0,48.0,74.0,51.0,65.0,87.0,71.0,87.0,84.0,74.0,88.0,84.0,80.0,33.0,79.0,61.0,73.0,77.0,76.0,69.0,85.0,50.0,61.0,89.5,100.0,78.0,70.0,71.0,68.0,88.0,61.0,79.0,81.0,53.0,80.0,61.0,55.0,81.0,70.0,66.0,65.0,69.0,45.0,69.0,87.0,61.0,75.0,46.0,69.0,74.0,72.0,64.0,51.0,80.0,72.0,15.3,70.0,73.0,93.0,67.0,84.0,49.0,35.0,75.0,70.0,36.0,66.0,44.0,63.0,71.0,85.0,93.0,58.0,86.0,76.0,70.0,67.0,79.0,82.0,72.0,65.0,69.0,89.0,62.0,62.0,65.0,56.0,42.0,75.0,73.0,83.0,77.0,69.0,79.0,89.0,40.0,42.0,58.0,74.0,71.0,81.0,32.0,66.0,3.3,97.0,69.0,62.0,39.3,71.0,53.0,14.0,51.0,65.0,67.0,63.0,88.0,74.0,78.0,75.0,94.0,90.0,62.0,61.0,68.0,96.0,49.0,87.0,94.0,69.0,76.0,77.0,82.0,66.0,74.0,70.0,79.0,49.0,66.0,55.0,46.0,74.0,63.0,40.0,80.0,86.0,54.0,78.0,73.0,70.0,99.0,74.0,76.0,71.0,61.0,69160,100.0,44.0,54.0,43.0,48.0,51.0,76.0,67.0,81.0,70.0,82.0,67.0,44.0,85.0,69.0,78.0,59.0,65.0,19.0,82.0,95.0,21.0,70.0,92.0,85.0,85.0,85.0,63.0,77.0,80.0,61.0,55.0,74.0,58.0,76.0,79.0,30.0,78.0,75.0,67.0,78.0,71.0,57.0,65.0,62.0,76.0,72.0,87.0,80.0,87.0,87.0,42.0,68.0,64.0,77.0,86.0,66.0,79.0,29.0,71.0,69.0,54.0,61.0,66.0,64.0,69.0,78.0,86.0,41.0,92.0,65.0,72.0,86.0,68.0,57.0,70.0,84.0,75.0,82.0,72.0,75.0,80.0,75.0,63.0,69.0,59.0,87.0,80.0,62.0,49.0,68.0,63.0,64.0,88.0,54.0,68.0,84.0,83.0,79.0,82.0
22,2014,72.0,84.0,78.0,49.0,93.0,85.0,88.0,78.0,74.0,81.0,84.0,16.2,80.0,74.0,79.0,77.0,46.0,69.0,67.0,89.0,56.0,53.0,83.0,39.0,78.0,80.0,76.0,82.0,84.0,74.0,85.0,73.0,81.0,36.0,93.0,75.0,83.0,88.0,80.0,76.0,92.0,58.0,53.0,89.3,97.0,79.0,66.0,72.0,64.0,85.0,63.0,84.0,86.0,51.0,87.0,53.0,59.0,87.0,60.0,70.0,70.0,81.0,45.0,72.0,75.0,66.0,76.0,74.0,90.0,68.0,54.0,76.0,65.0,84.0,72.0,6.2,20.0,86.0,86.0,57.0,78.0,54.0,46.0,95.0,59.0,34.0,51.0,46.0,79.0,90.0,71.0,95.0,69.0,76.0,77.0,67.0,68.0,73.0,75.0,82.0,71.0,67.0,84.0,67.0,64.0,64.0,51.0,49.0,72.0,81.0,82.0,80.0,74.0,87.0,89.0,41.0,42.0,69.0,84.0,69.0,86.0,35.0,74.0,8.5,84.0,70.0,63.0,39.3,78.0,59.0,14.0,62.0,70.0,69.0,66.0,89.0,71.0,84.0,68.0,90.0,79.0,78.0,69.0,86.0,92.0,47.0,91.0,63.0,70.0,74.0,84.0,76.0,59.0,69.0,73.0,94.0,54.0,76.0,59.0,54.0,65.0,66.0,35.0,84.0,78.0,55.0,75.0,65.0,82.0,63.0,73.0,78.0,88.0,73.0,49847,58.0,42.0,53.0,43.0,62.0,69.0,65.0,65.0,85.0,87.0,63.0,74.0,57.0,78.0,61.0,76.0,68.0,77.0,24.0,76.0,90.0,19.0,67.0,82.0,87.0,89.0,77.0,62.0,68.0,76.0,55.0,51.0,70.0,54.0,80.0,79.0,20.0,79.0,70.0,62.0,63.0,73.0,56.0,69.0,72.0,87.0,75.0,91.0,83.0,77.0,78.0,29.0,66.0,84.0,77.0,85.0,79.0,68.0,20.0,73.0,86.0,67.0,56.0,63.0,73.0,84.0,62.0,75.0,38.0,84.0,68.0,74.0,84.0,49.0,61.0,67.0,76.0,63.0,84.0,77.0,65.0,80.0,59.0,55.0,68.0,72.0,76.0,78.0,64.0,76.0,72.0,67.0,50.0,78.0,65.0,86.0,68.0,87.0,78.0,81.0
23,2014,58.0,73.0,80.0,37.0,86.0,69.0,82.0,73.0,74.0,87.0,81.0,11.5,73.0,70.0,84.0,71.0,65.0,60.0,62.0,81.0,100.0,46.0,75.0,44.0,76.0,84.0,77.0,86.0,82.0,78.0,81.0,67.0,74.0,35.0,74.0,64.0,79.0,83.0,78.0,78.0,88.0,52.0,57.0,92.3,96.0,79.0,63.0,73.0,67.0,87.0,60.0,69.0,74.0,52.0,79.0,61.0,66.0,78.0,85.0,61.0,60.0,79.0,41.0,78.0,77.0,60.0,75.0,76.0,75.0,75.0,61.0,61.0,53.0,80.0,91.0,7.5,53.0,77.0,76.0,52.0,78.0,48.0,51.0,87.0,68.0,33.0,57.0,56.0,70.0,70.0,61.0,89.0,64.0,70.0,73.0,36.0,59.0,76.0,77.0,67.0,67.0,68.0,84.0,68.0,57.0,72.0,54.0,42.0,70.0,77.0,75.0,77.0,89.0,83.0,83.0,36.0,43.0,69.0,71.0,69.0,81.0,34.0,77.0,5.9,78.0,62.0,66.0,37.6,77.0,52.0,14.0,48.0,79.0,61.0,64.0,79.0,66.0,90.0,60.0,84.0,84.0,61.0,59.0,73.0,80.0,44.0,90.0,59.0,64.0,79.0,76.0,92.0,55.0,64.0,69.0,82.0,57.0,96.0,65.0,45.0,59.0,79.0,37.0,73.0,81.0,50.0,71.0,72.0,81.0,100.0,73.0,72.0,92.0,68.0,61481,54.0,47.0,54.0,43.0,51.0,49.0,64.0,63.0,78.0,79.0,85.0,73.0,48.0,85.0,69.0,56.0,67.0,59.0,16.0,83.0,81.0,19.0,57.0,70.0,77.0,86.0,81.0,58.0,60.0,84.0,54.0,54.0,59.0,56.0,75.0,79.0,22.0,79.0,73.0,53.0,58.0,71.0,51.0,63.0,66.0,75.0,78.0,90.0,77.0,67.0,85.0,100.0,66.0,69.0,72.0,82.0,76.0,66.0,17.0,72.0,77.0,70.0,65.0,47.0,70.0,62.0,64.0,85.0,43.0,77.0,68.0,70.0,84.0,68.0,62.0,51.0,79.0,67.0,83.0,69.0,46.0,80.0,69.0,60.0,100.0,55.0,70.0,73.0,57.0,76.0,58.0,38.0,61.0,85.0,68.0,73.0,78.0,86.0,59.0,70.0
24,2014,74.0,89.0,73.0,71.0,88.0,81.0,87.0,92.0,70.0,93.0,93.0,21.5,79.0,86.0,75.0,62.0,94.0,65.0,58.0,91.0,67.0,34.0,84.0,30.0,87.0,82.0,67.0,86.0,79.0,77.0,100.0,94.0,73.0,39.0,87.0,100.0,83.0,90.0,91.0,87.0,98.0,80.0,42.0,81.9,88.0,87.0,82.0,82.0,61.0,94.0,49.0,69.0,95.0,54.0,89.0,78.0,88.0,82.0,68.0,65.0,85.0,87.0,62.0,84.0,80.0,94.0,80.0,84.0,84.0,61.0,45.0,84.0,75.0,85.0,80.0,2.2,14.0,99.0,83.0,51.0,86.0,65.0,49.0,85.0,64.0,36.0,55.0,45.0,91.0,65.0,60.0,100.0,67.0,93.0,75.0,45.0,65.0,70.0,67.0,77.0,76.0,100.0,73.0,55.0,71.0,67.0,75.0,48.0,43.0,90.0,87.0,100.0,87.0,79.0,89.0,41.0,49.0,71.0,100.0,84.0,95.0,50.0,75.0,14.5,69.0,96.0,82.0,36.3,59.0,60.0,16.0,100.0,69.0,100.0,65.0,98.0,82.0,88.0,78.0,89.0,71.0,93.0,56.0,75.0,50.0,42.0,94.0,41.0,65.0,66.0,88.0,84.0,60.0,67.0,100.0,92.0,52.0,80.0,93.0,70.0,75.0,82.0,38.0,86.0,89.0,35.0,92.0,89.0,96.0,74.0,89.0,72.0,79.0,86.0,39680,57.0,100.0,65.0,40.0,65.0,78.0,54.0,71.0,100.0,95.0,59.0,79.0,71.0,78.0,59.0,100.0,86.0,58.0,19.0,84.0,94.0,21.0,100.0,86.0,98.0,98.0,91.0,66.0,64.0,100.0,54.0,48.0,38.0,42.0,91.0,91.0,14.0,79.0,60.0,54.0,70.0,100.0,69.0,88.0,98.0,93.0,100.0,94.0,95.0,67.0,63.0,13.0,91.0,82.0,84.0,68.0,100.0,84.0,27.0,100.0,93.0,67.0,100.0,60.0,100.0,78.0,72.0,65.0,29.0,67.0,74.0,68.0,93.0,66.0,63.0,49.0,72.0,88.0,85.0,100.0,56.0,76.0,50.0,56.0,85.0,50.0,66.0,64.0,50.0,55.0,61.0,55.0,66.0,88.0,65.0,74.0,66.0,81.0,66.0,84.0
25,2014,71.0,82.0,76.0,53.0,86.0,73.0,89.0,77.0,78.0,84.0,91.0,15.5,76.0,75.0,81.0,72.0,59.0,61.0,69.0,89.0,58.0,48.0,84.0,32.0,83.0,85.0,74.0,85.0,85.0,83.0,88.0,78.0,82.0,37.0,82.0,78.0,82.0,91.0,83.0,77.0,91.0,49.0,52.0,88.0,95.0,81.0,69.0,74.0,56.0,88.0,65.0,79.0,82.0,58.0,88.0,53.0,71.0,84.0,58.0,62.0,64.0,83.0,45.0,72.0,72.0,68.0,100.0,87.0,72.0,69.0,56.0,70.0,72.0,82.0,72.0,3.9,24.0,92.0,78.0,53.0,84.0,51.0,42.0,94.0,67.0,35.0,50.0,44.0,74.0,88.0,76.0,93.0,63.0,78.0,72.0,49.0,73.0,77.0,72.0,77.0,70.0,83.0,82.0,68.0,71.0,70.0,55.0,52.0,61.0,84.0,80.0,85.0,96.0,88.0,88.0,41.0,38.0,72.0,80.0,75.0,96.0,36.0,76.0,11.7,79.0,64.0,66.0,38.1,76.0,100.0,18.0,63.0,73.0,61.0,61.0,90.0,76.0,75.0,67.0,97.0,77.0,73.0,58.0,76.0,82.0,46.0,90.0,55.0,55.0,75.0,87.0,86.0,56.0,70.0,77.0,89.0,56.0,75.0,51.0,53.0,63.0,66.0,39.0,82.0,100.0,50.0,76.0,65.0,86.0,66.0,70.0,83.0,88.0,68.0,48363,54.0,52.0,42.0,43.0,62.0,54.0,62.0,68.0,87.0,86.0,68.0,78.0,44.0,81.0,61.0,72.0,79.0,67.0,15.0,83.0,84.0,20.0,70.0,90.0,93.0,98.0,79.0,66.0,82.0,78.0,62.0,51.0,71.0,55.0,84.0,76.0,20.0,84.0,74.0,89.0,76.0,77.0,57.0,67.0,73.0,89.0,76.0,90.0,84.0,85.0,75.0,32.0,77.0,70.0,81.0,73.0,86.0,70.0,18.0,71.0,78.0,77.0,65.0,55.0,78.0,87.0,87.0,70.0,39.0,82.0,74.0,70.0,83.0,56.0,67.0,66.0,69.0,65.0,83.0,74.0,66.0,77.0,57.0,62.0,56.0,47.0,68.0,78.0,69.0,65.0,100.0,36.0,52.0,80.0,67.0,77.0,77.0,82.0,77.0,83.0
26,2014,71.0,85.0,81.0,16.0,82.0,86.0,92.0,84.0,81.0,85.0,71.0,15.4,64.0,83.0,84.0,65.0,67.0,69.0,78.0,82.0,79.0,43.0,79.0,40.0,75.0,95.0,87.0,87.0,83.0,70.0,76.0,85.0,90.0,32.0,83.0,67.0,72.0,84.0,80.0,98.0,97.0,42.0,54.0,92.4,84.0,93.0,58.0,76.0,40.0,100.0,83.0,88.0,82.0,49.0,84.0,60.0,83.0,91.0,95.0,46.0,57.0,76.0,44.0,72.0,82.0,32.0,72.0,46.0,98.0,77.0,59.0,65.0,58.0,94.0,90.0,2.0,41.0,61.0,82.0,57.0,80.0,48.0,79.0,78.0,72.0,33.0,28.0,100.0,59.0,78.0,70.0,90.0,81.0,68.0,66.0,42.0,82.0,72.0,72.0,69.0,70.0,75.0,84.0,63.0,62.0,72.0,51.0,57.0,53.0,72.0,76.0,89.0,81.0,86.0,71.0,40.0,36.0,84.0,70.0,63.0,82.0,29.0,64.0,14.2,63.0,71.0,100.0,39.8,53.0,51.0,16.0,48.0,85.0,66.0,63.0,79.0,76.0,76.0,39.0,93.0,82.0,77.0,63.0,86.0,69.0,45.0,98.0,54.0,44.0,76.0,88.0,73.0,78.0,77.0,62.0,87.0,63.0,88.0,47.0,49.0,50.0,61.0,57.0,61.0,84.0,74.0,64.0,66.0,82.0,81.0,66.0,90.0,100.0,63.0,46328,52.0,74.0,100.0,43.0,87.0,64.0,53.0,45.0,80.0,97.0,74.0,98.0,47.0,86.0,57.0,51.0,70.0,100.0,21.0,87.0,85.0,23.0,61.0,76.0,68.0,87.0,63.0,59.0,62.0,78.0,48.0,100.0,34.0,61.0,70.0,74.0,15.0,84.0,80.0,80.0,89.0,64.0,52.0,54.0,67.0,84.0,68.0,98.0,78.0,63.0,90.0,22.0,68.0,77.0,78.0,73.0,78.0,72.0,17.0,56.0,93.0,71.0,54.0,53.0,70.0,100.0,55.0,80.0,43.0,73.0,77.0,77.0,93.0,54.0,100.0,64.0,94.0,59.0,81.0,63.0,57.0,75.0,81.0,83.0,54.0,45.0,48.0,73.0,78.0,69.0,69.0,37.0,53.0,84.0,98.0,73.0,68.0,89.0,70.0,69.0
27,2014,62.0,83.0,75.0,48.0,86.0,62.0,99.0,74.0,74.0,91.0,92.0,12.4,89.0,86.0,81.0,73.0,48.0,68.0,54.0,84.0,79.0,49.0,82.0,47.0,75.0,85.0,79.0,84.0,83.0,68.0,83.0,81.0,82.0,34.0,85.0,70.0,76.0,73.0,78.0,66.0,98.0,56.0,51.0,90.5,88.0,80.0,52.0,75.0,80.0,86.0,66.0,70.0,77.0,63.0,82.0,72.0,66.0,82.0,57.0,67.0,50.0,78.0,41.0,80.0,72.0,63.0,81.0,92.0,82.0,65.0,65.0,70.0,52.0,82.0,69.0,6.5,37.0,83.0,83.0,61.0,81.0,64.0,39.0,88.0,74.0,33.0,41.0,55.0,84.0,73.0,65.0,90.0,83.0,72.0,74.0,44.0,69.0,77.0,70.0,75.0,71.0,59.0,78.0,67.0,72.0,79.0,61.0,45.0,51.0,80.0,73.0,87.0,81.0,83.0,76.0,41.0,59.0,73.0,78.0,59.0,92.0,44.0,85.0,9.7,78.0,70.0,70.0,36.2,59.0,45.0,21.0,55.0,74.0,53.0,91.0,89.0,70.0,82.0,66.0,89.0,79.0,75.0,63.0,55.0,80.0,42.0,94.0,53.0,72.0,67.0,78.0,88.0,66.0,67.0,79.0,87.0,60.0,91.0,40.0,51.0,61.0,76.0,48.0,77.0,85.0,54.0,77.0,70.0,79.0,75.0,74.0,70.0,93.0,79.0,52686,59.0,48.0,57.0,45.0,67.0,61.0,65.0,78.0,79.0,84.0,73.0,83.0,55.0,81.0,59.0,60.0,79.0,67.0,15.0,83.0,81.0,20.0,76.0,80.0,89.0,93.0,79.0,63.0,62.0,77.0,64.0,49.0,64.0,56.0,70.0,86.0,15.0,87.0,77.0,63.0,63.0,70.0,56.0,60.0,77.0,81.0,83.0,94.0,78.0,55.0,75.0,29.0,69.0,69.0,85.0,69.0,84.0,66.0,22.0,70.0,85.0,77.0,60.0,58.0,76.0,90.0,79.0,75.0,42.0,75.0,69.0,67.0,92.0,72.0,66.0,66.0,87.0,71.0,100.0,69.0,72.0,71.0,60.0,65.0,71.0,49.0,88.0,78.0,67.0,77.0,63.0,38.0,43.0,71.0,71.0,76.0,69.0,82.0,81.0,76.0
28,2014,58.0,77.0,72.0,57.0,70.0,74.0,82.0,74.0,78.0,82.0,76.0,15.2,63.0,59.0,61.0,48.0,54.0,42.0,57.0,72.0,53.0,50.0,80.0,23.0,67.0,72.0,75.0,67.0,79.0,82.0,84.0,63.0,90.0,36.0,93.0,69.0,65.0,76.0,78.0,70.0,83.0,44.0,48.0,84.9,85.0,82.0,100.0,61.0,62.0,82.0,74.0,71.0,75.0,46.0,85.0,50.0,51.0,75.0,48.0,100.0,68.0,65.0,41.0,68.0,61.0,84.0,75.0,100.0,72.0,63.0,46.0,100.0,59.0,73.0,62.0,19.1,12.0,82.0,58.0,40.0,63.0,55.0,42.0,70.0,56.0,45.0,45.0,39.0,75.0,79.0,76.0,92.0,67.0,62.0,69.0,40.0,55.0,81.0,74.0,89.0,76.0,61.0,80.0,79.0,58.0,53.0,45.0,44.0,67.0,89.0,66.0,83.0,65.0,72.0,73.0,42.0,37.0,76.0,81.0,84.0,88.0,30.0,94.0,15.2,84.0,43.0,48.0,36.9,70.0,54.0,15.0,66.0,58.0,55.0,61.0,93.0,57.0,77.0,66.0,100.0,69.0,61.0,65.0,80.0,69.0,42.0,89.0,44.0,76.0,67.0,90.0,83.0,57.0,67.0,72.0,86.0,51.0,47.0,41.0,50.0,77.0,69.0,35.0,90.0,77.0,56.0,66.0,83.0,72.0,52.0,66.0,67.0,74.0,69.0,51450,45.0,40.0,35.0,47.0,52.0,60.0,63.0,55.0,82.0,77.0,54.0,69.0,42.0,60.0,73.0,72.0,63.0,82.0,25.0,71.0,81.0,25.0,63.0,89.0,82.0,89.0,62.0,60.0,62.0,64.0,57.0,53.0,65.0,43.0,80.0,73.0,13.0,82.0,57.0,84.0,73.0,68.0,60.0,62.0,65.0,90.0,93.0,89.0,77.0,81.0,97.0,23.0,62.0,53.0,62.0,99.0,72.0,54.0,14.0,65.0,82.0,72.0,48.0,55.0,72.0,76.0,70.0,65.0,36.0,83.0,71.0,62.0,76.0,34.0,64.0,45.0,67.0,72.0,77.0,80.0,74.0,76.0,69.0,56.0,61.0,47.0,83.0,72.0,96.0,68.0,46.0,41.0,58.0,66.0,49.0,80.0,61.0,71.0,52.0,73.0
29,2014,64.0,84.0,88.0,50.0,87.0,92.0,87.0,81.0,80.0,79.0,88.0,9.2,85.0,75.0,78.0,64.0,74.0,71.0,53.0,86.0,60.0,36.0,72.0,58.0,70.0,87.0,86.0,95.0,95.0,68.0,80.0,85.0,88.0,37.0,78.0,65.0,83.0,78.0,82.0,73.0,94.0,53.0,65.0,92.0,89.0,83.0,56.0,78.0,50.0,91.0,75.0,100.0,82.0,60.0,89.0,64.0,66.0,89.0,92.0,46.0,63.0,74.0,44.0,73.0,87.0,42.0,76.0,38.0,70.0,63.0,65.0,60.0,36.0,88.0,93.0,5.6,66.0,72.0,77.0,57.0,90.0,34.0,52.0,82.0,70.0,33.0,52.0,19.0,80.0,100.0,65.0,90.0,79.0,72.0,74.0,61.0,63.0,74.0,83.0,74.0,72.0,72.0,92.0,65.0,57.0,62.0,63.0,47.0,89.0,74.0,84.0,87.0,72.0,91.0,98.0,41.0,34.0,64.0,70.0,80.0,81.0,31.0,67.0,9.2,95.0,79.0,74.0,41.8,67.0,50.0,16.0,42.0,69.0,73.0,58.0,87.0,73.0,94.0,58.0,92.0,89.0,81.0,77.0,84.0,90.0,43.0,90.0,61.0,59.0,83.0,86.0,74.0,75.0,77.0,81.0,84.0,52.0,87.0,52.0,49.0,58.0,62.0,44.0,72.0,80.0,60.0,76.0,72.0,80.0,79.0,86.0,71.0,75.0,80.0,66532,63.0,41.0,49.0,48.0,50.0,48.0,60.0,68.0,82.0,78.0,95.0,83.0,62.0,92.0,72.0,60.0,79.0,72.0,17.0,90.0,95.0,20.0,56.0,78.0,82.0,92.0,79.0,64.0,55.0,79.0,52.0,57.0,67.0,60.0,83.0,72.0,13.0,80.0,80.0,61.0,67.0,76.0,54.0,56.0,50.0,82.0,71.0,90.0,80.0,88.0,92.0,34.0,66.0,86.0,76.0,79.0,73.0,71.0,28.0,60.0,85.0,95.0,53.0,68.0,65.0,61.0,65.0,71.0,100.0,94.0,81.0,76.0,98.0,59.0,65.0,66.0,90.0,63.0,86.0,64.0,74.0,79.0,69.0,57.0,71.0,45.0,89.0,92.0,68.0,60.0,84.0,92.0,47.0,91.0,80.0,72.0,81.0,88.0,66.0,79.0
30,2014,61.0,81.0,75.0,51.0,95.0,86.0,83.0,72.0,87.0,76.0,100.0,11.1,75.0,71.0,70.0,72.0,52.0,67.0,63.0,83.0,57.0,50.0,79.0,29.0,79.0,90.0,76.0,83.0,93.0,77.0,93.0,78.0,80.0,36.0,85.0,65.0,75.0,79.0,76.0,70.0,80.0,59.0,65.0,88.4,69.0,80.0,70.0,67.0,69.0,89.0,59.0,82.0,85.0,49.0,94.0,72.0,50.0,81.0,43.0,62.0,74.0,75.0,48.0,73.0,85.0,72.0,85.0,50.0,72.0,72.0,65.0,73.0,59.0,70.0,59.0,21.5,15.0,88.0,82.0,57.0,74.0,49.0,27.0,76.0,63.0,39.0,54.0,35.0,73.0,84.0,80.0,93.0,66.0,58.0,79.0,48.0,62.0,76.0,75.0,75.0,70.0,75.0,80.0,59.0,56.0,63.0,56.0,46.0,72.0,78.0,76.0,82.0,76.0,79.0,91.0,43.0,48.0,78.0,80.0,84.0,91.0,46.0,84.0,10.9,96.0,59.0,57.0,39.3,81.0,60.0,13.0,59.0,65.0,65.0,65.0,96.0,66.0,77.0,77.0,89.0,86.0,69.0,67.0,84.0,100.0,38.0,86.0,83.0,75.0,77.0,94.0,88.0,64.0,69.0,76.0,77.0,53.0,80.0,52.0,55.0,97.0,69.0,37.0,90.0,79.0,41.0,76.0,75.0,69.0,59.0,72.0,75.0,84.0,73.0,71919,54.0,52.0,59.0,43.0,50.0,50.0,81.0,62.0,74.0,73.0,82.0,68.0,44.0,73.0,75.0,77.0,52.0,68.0,13.0,76.0,99.0,24.0,73.0,100.0,85.0,91.0,87.0,77.0,89.0,84.0,65.0,54.0,68.0,52.0,87.0,73.0,28.0,87.0,75.0,59.0,98.0,81.0,58.0,80.0,72.0,81.0,76.0,86.0,77.0,89.0,91.0,42.0,74.0,71.0,73.0,92.0,63.0,81.0,15.0,88.0,76.0,57.0,77.0,79.0,69.0,62.0,65.0,62.0,37.0,80.0,65.0,70.0,91.0,58.0,63.0,65.0,82.0,100.0,77.0,76.0,74.0,84.0,74.0,54.0,78.0,50.0,74.0,84.0,75.0,65.0,58.0,72.0,59.0,80.0,46.0,73.0,79.0,80.0,70.0,88.0
